Date,Fight Link,Event Link,Fight Number,Round,Fighter 1,Fighter 2,Fighter 1 Link,Fighter 2 Link,Fighter 1 TD,Fighter 2 TD,Fighter 1 Sub Att,Fighter 2 Sub Att,Fighter 1 Rev,Fighter 2 Rev,Fighter 1 Ctrl,Fighter 2 Ctrl,Fighter 1 KD,Fighter 2 KD,Fighter 1 Total SS,Fighter 2 Total SS,Fighter 1 Head SS,Fighter 2 Head SS,Fighter 1 Body SS,Fighter 2 Body SS,Fighter 1 Leg SS,Fighter 2 Leg SS,Fighter 1 Distance SS,Fighter 2 Distance SS,Fighter 1 Clinch SS,Fighter 2 Clinch SS,Fighter 1 Ground SS,Fighter 2 Ground SS
2026-08-15,http://ufcstats.com/fight-details/365fd759c03e93cf,http://ufcstats.com/event-details/b96619b3acd7d9da,12,1,Islam Makhachev,Ian Machado Garry,http://ufcstats.com/fighter-details/275aca31f61ba28c,http://ufcstats.com/fighter-details/442c9011034ae1fd,1 of 5,0 of 0,0,0,0,0,3:38,0:00,0,0,3 of 5,0 of 2,1 of 3,0 of 2,0 of 0,0 of 0,2 of 2,0 of 0,2 of 3,0 of 2,0 of 1,0 of 0,1 of 1,0 of 0
2026-08-15,http://ufcstats.com/fight-details/365fd759c03e93cf,http://ufcstats.com/event-details/b96619b3acd7d9da,12,2,Islam Makhachev,Ian Machado Garry,http://ufcstats.com/fighter-details/275aca31f61ba28c,http://ufcstats.com/fighter-details/442c9011034ae1fd,1 of 1,0 of 0,0,0,0,0,2:19,0:17,1,0,11 of 20,6 of 18,6 of 15,1 of 11,2 of 2,4 of 4,3 of 3,1 of 3,6 of 15,3 of 14,5 of 5,3 of 4,0 of 0,0 of 0
2026-08-15,http://ufcstats.com/fight-details/365fd759c03e93cf,http://ufcstats.com/event-details/b96619b3acd7d9da,12,3,Islam Makhachev,Ian Machado Garry,http://ufcstats.com/fighter-details/275aca31f61ba28c,http://ufcstats.com/fighter-details/442c9011034ae1fd,1 of 2,0 of 0,0,0,0,0,0:16,0:05,0,0,5 of 10,9 of 25,1 of 6,3 of 18,1 of 1,3 of 4,3 of 3,3 of 3,5 of 10,9 of 25,0 of 0,0 of 0,0 of 0,0 of 0
2026-08-15,http://ufcstats.com/fight-details/365fd759c03e93cf,http://ufcstats.com/event-details/b96619b3acd7d9da,12,4,Islam Makhachev,Ian Machado Garry,http://ufcstats.com/fighter-details/275aca31f61ba28c,http://ufcstats.com/fighter-details/442c9011034ae1fd,2 of 5,0 of 0,0,0,0,0,3:05,0:12,0,0,3 of 6,7 of 11,1 of 4,1 of 5,0 of 0,5 of 5,2 of 2,1 of 1,2 of 5,3 of 7,1 of 1,4 of 4,0 of 0,0 of 0
2026-08-15,http://ufcstats.com/fight-details/365fd759c03e93cf,http://ufcstats.com/event-details/b96619b3acd7d9da,12,5,Islam Makhachev,Ian Machado Garry,http://ufcstats.com/fighter-details/275aca31f61ba28c,http://ufcstats.com/fighter-details/442c9011034ae1fd,2 of 2,0 of 0,0,0,0,0,3:12,0:00,0,0,0 of 3,7 of 9,0 of 3,2 of 4,0 of 0,4 of 4,0 of 0,1 of 1,0 of 3,7 of 9,0 of 0,0 of 0,0 of 0,0 of 0
2026-08-15,http://ufcstats.com/fight-details/4700d42c9869674a,http://ufcstats.com/event-details/b96619b3acd7d9da,11,1,Mackenzie Dern,Gillian Robertson,http://ufcstats.com/fighter-details/7447e9f28508106a,http://ufcstats.com/fighter-details/38c7f72747f4f712,1 of 1,0 of 2,1,0,0,0,2:28,0:06,0,0,19 of 60,3 of 27,11 of 51,1 of 21,3 of 4,2 of 4,5 of 5,0 of 2,16 of 55,2 of 24,0 of 0,1 of 3,3 of 5,0 of 0
2026-08-15,http://ufcstats.com/fight-details/4700d42c9869674a,http://ufcstats.com/event-details/b96619b3acd7d9da,11,2,Mackenzie Dern,Gillian Robertson,http://ufcstats.com/fighter-details/7447e9f28508106a,http://ufcstats.com/fighter-details/38c7f72747f4f712,1 of 1,0 of 0,0,0,0,1,3:19,0:55,0,0,3 of 9,0 of 6,2 of 8,0 of 5,1 of 1,0 of 1,0 of 0,0 of 0,2 of 7,0 of 6,0 of 0,0 of 0,1 of 2,0 of 0
2026-08-15,http://ufcstats.com/fight-details/4700d42c9869674a,http://ufcstats.com/event-details/b96619b3acd7d9da,11,3,Mackenzie Dern,Gillian Robertson,http://ufcstats.com/fighter-details/7447e9f28508106a,http://ufcstats.com/fighter-details/38c7f72747f4f712,1 of 2,0 of 0,0,0,0,0,1:39,0:00,0,0,30 of 70,26 of 63,18 of 58,18 of 50,7 of 7,5 of 10,5 of 5,3 of 3,27 of 66,19 of 56,1 of 1,7 of 7,2 of 3,0 of 0
2026-08-15,http://ufcstats.com/fight-details/4700d42c9869674a,http://ufcstats.com/event-details/b96619b3acd7d9da,11,4,Mackenzie Dern,Gillian Robertson,http://ufcstats.com/fighter-details/7447e9f28508106a,http://ufcstats.com/fighter-details/38c7f72747f4f712,1 of 2,0 of 0,0,0,0,1,3:22,1:18,0,0,5 of 15,6 of 11,4 of 13,6 of 11,0 of 1,0 of 0,1 of 1,0 of 0,3 of 12,0 of 4,0 of 0,0 of 0,2 of 3,6 of 7
2026-08-15,http://ufcstats.com/fight-details/4700d42c9869674a,http://ufcstats.com/event-details/b96619b3acd7d9da,11,5,Mackenzie Dern,Gillian Robertson,http://ufcstats.com/fighter-details/7447e9f28508106a,http://ufcstats.com/fighter-details/38c7f72747f4f712,0 of 0,1 of 1,0,0,0,0,0:00,4:28,0,0,8 of 14,14 of 24,5 of 10,12 of 20,3 of 4,2 of 4,0 of 0,0 of 0,7 of 13,3 of 10,1 of 1,0 of 0,0 of 0,11 of 14
2026-08-15,http://ufcstats.com/fight-details/d4bd456d70965734,http://ufcstats.com/event-details/b96619b3acd7d9da,10,1,Jalin Turner,Kaue Fernandes,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,http://ufcstats.com/fighter-details/ec13c393d029297d,0 of 0,0 of 0,0,0,0,0,0:05,0:00,1,0,9 of 14,2 of 4,8 of 11,1 of 2,1 of 2,0 of 1,0 of 1,1 of 1,1 of 4,2 of 4,0 of 0,0 of 0,8 of 10,0 of 0
2026-08-15,http://ufcstats.com/fight-details/53902dcb3e213b18,http://ufcstats.com/event-details/b96619b3acd7d9da,9,1,Mansur Abdul-Malik,Dustin Stoltzfus,http://ufcstats.com/fighter-details/841695e02c99a521,http://ufcstats.com/fighter-details/71505842fb6455c3,0 of 0,2 of 3,0,0,0,0,0:00,1:24,0,0,12 of 28,29 of 46,5 of 19,14 of 28,2 of 3,9 of 12,5 of 6,6 of 6,12 of 27,11 of 22,0 of 1,8 of 12,0 of 0,10 of 12
2026-08-15,http://ufcstats.com/fight-details/53902dcb3e213b18,http://ufcstats.com/event-details/b96619b3acd7d9da,9,2,Mansur Abdul-Malik,Dustin Stoltzfus,http://ufcstats.com/fighter-details/841695e02c99a521,http://ufcstats.com/fighter-details/71505842fb6455c3,1 of 1,0 of 4,0,1,0,0,0:37,1:38,0,0,22 of 39,14 of 24,14 of 29,11 of 20,7 of 8,3 of 3,1 of 2,0 of 1,10 of 18,4 of 10,9 of 13,6 of 10,3 of 8,4 of 4
2026-08-15,http://ufcstats.com/fight-details/8e482cead0c7eb15,http://ufcstats.com/event-details/b96619b3acd7d9da,8,1,Edson Barboza,Esteban Ribovics,http://ufcstats.com/fighter-details/64a50dad704d1d49,http://ufcstats.com/fighter-details/323d4ca260dfa0ba,0 of 0,0 of 0,0,0,0,0,0:00,0:13,0,0,24 of 49,41 of 89,8 of 29,26 of 72,10 of 14,4 of 5,6 of 6,11 of 12,23 of 48,37 of 82,1 of 1,4 of 6,0 of 0,0 of 1
2026-08-15,http://ufcstats.com/fight-details/8e482cead0c7eb15,http://ufcstats.com/event-details/b96619b3acd7d9da,8,2,Edson Barboza,Esteban Ribovics,http://ufcstats.com/fighter-details/64a50dad704d1d49,http://ufcstats.com/fighter-details/323d4ca260dfa0ba,0 of 0,0 of 0,0,0,0,0,0:00,0:06,0,0,6 of 15,22 of 37,5 of 13,15 of 29,1 of 2,6 of 6,0 of 0,1 of 2,6 of 15,12 of 25,0 of 0,10 of 12,0 of 0,0 of 0
2026-08-15,http://ufcstats.com/fight-details/6e495deac1f57169,http://ufcstats.com/event-details/b96619b3acd7d9da,7,1,Chidi Njokuani,Joel Alvarez,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,46 of 69,22 of 50,7 of 19,9 of 35,17 of 24,4 of 6,22 of 26,9 of 9,46 of 69,22 of 50,0 of 0,0 of 0,0 of 0,0 of 0
2026-08-15,http://ufcstats.com/fight-details/6e495deac1f57169,http://ufcstats.com/event-details/b96619b3acd7d9da,7,2,Chidi Njokuani,Joel Alvarez,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,0 of 1,0 of 0,0,0,0,0,0:00,0:00,0,0,48 of 70,25 of 52,19 of 31,18 of 41,14 of 23,2 of 5,15 of 16,5 of 6,48 of 70,25 of 52,0 of 0,0 of 0,0 of 0,0 of 0
2026-08-15,http://ufcstats.com/fight-details/6e495deac1f57169,http://ufcstats.com/event-details/b96619b3acd7d9da,7,3,Chidi Njokuani,Joel Alvarez,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,0 of 0,0 of 0,0,0,0,0,0:12,0:26,0,0,61 of 90,27 of 62,25 of 50,10 of 44,25 of 29,13 of 14,11 of 11,4 of 4,55 of 83,25 of 59,6 of 7,2 of 3,0 of 0,0 of 0
2026-08-15,http://ufcstats.com/fight-details/e7c11d1b22d50ba0,http://ufcstats.com/event-details/b96619b3acd7d9da,6,1,Charles Johnson,Eduardo Chapolin,http://ufcstats.com/fighter-details/814e5233e2acf2ee,http://ufcstats.com/fighter-details/62f3039da2f92a8c,0 of 3,1 of 1,0,0,0,0,0:00,0:36,0,0,16 of 39,22 of 51,6 of 22,8 of 28,3 of 9,6 of 10,7 of 8,8 of 13,16 of 39,18 of 46,0 of 0,2 of 3,0 of 0,2 of 2
2026-08-15,http://ufcstats.com/fight-details/e7c11d1b22d50ba0,http://ufcstats.com/event-details/b96619b3acd7d9da,6,2,Charles Johnson,Eduardo Chapolin,http://ufcstats.com/fighter-details/814e5233e2acf2ee,http://ufcstats.com/fighter-details/62f3039da2f92a8c,0 of 2,0 of 2,0,0,0,0,0:00,0:31,0,1,30 of 66,25 of 59,20 of 53,11 of 40,7 of 9,5 of 8,3 of 4,9 of 11,29 of 64,23 of 55,1 of 2,0 of 0,0 of 0,2 of 4
2026-08-15,http://ufcstats.com/fight-details/e7c11d1b22d50ba0,http://ufcstats.com/event-details/b96619b3acd7d9da,6,3,Charles Johnson,Eduardo Chapolin,http://ufcstats.com/fighter-details/814e5233e2acf2ee,http://ufcstats.com/fighter-details/62f3039da2f92a8c,0 of 0,0 of 1,1,0,0,0,0:13,0:05,0,0,20 of 37,8 of 21,14 of 31,3 of 16,4 of 4,2 of 2,2 of 2,3 of 3,18 of 33,8 of 21,0 of 0,0 of 0,2 of 4,0 of 0
2026-08-15,http://ufcstats.com/fight-details/9c5da658c76da7c0,http://ufcstats.com/event-details/b96619b3acd7d9da,5,1,Donte Johnson,Eric McConico,http://ufcstats.com/fighter-details/ad5cb64af10fc946,http://ufcstats.com/fighter-details/9508cc6184cb2450,0 of 0,0 of 1,0,0,0,0,0:00,0:03,1,0,11 of 31,6 of 15,9 of 29,4 of 13,1 of 1,1 of 1,1 of 1,1 of 1,9 of 28,5 of 14,0 of 1,1 of 1,2 of 2,0 of 0
2026-08-15,http://ufcstats.com/fight-details/e79e4d13546d2360,http://ufcstats.com/event-details/b96619b3acd7d9da,4,1,Vicente Luque,Tresean Gore,http://ufcstats.com/fighter-details/6d4b63c767106d3a,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,26 of 56,22 of 60,15 of 42,15 of 49,4 of 4,1 of 2,7 of 10,6 of 9,24 of 54,21 of 59,2 of 2,1 of 1,0 of 0,0 of 0
2026-08-15,http://ufcstats.com/fight-details/e79e4d13546d2360,http://ufcstats.com/event-details/b96619b3acd7d9da,4,2,Vicente Luque,Tresean Gore,http://ufcstats.com/fighter-details/6d4b63c767106d3a,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,0 of 1,0 of 1,1,1,0,0,0:44,3:14,0,0,6 of 15,24 of 34,5 of 14,24 of 34,0 of 0,0 of 0,1 of 1,0 of 0,6 of 15,2 of 10,0 of 0,0 of 0,0 of 0,22 of 24
2026-08-15,http://ufcstats.com/fight-details/e79e4d13546d2360,http://ufcstats.com/event-details/b96619b3acd7d9da,4,3,Vicente Luque,Tresean Gore,http://ufcstats.com/fighter-details/6d4b63c767106d3a,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,0 of 0,0 of 1,0,0,0,0,0:00,0:31,0,0,14 of 51,19 of 42,11 of 48,14 of 37,3 of 3,1 of 1,0 of 0,4 of 4,13 of 49,16 of 38,1 of 2,3 of 4,0 of 0,0 of 0
2026-08-15,http://ufcstats.com/fight-details/360b13f97e7ca703,http://ufcstats.com/event-details/b96619b3acd7d9da,3,1,Rafael Tobias,Lucas Fernando,http://ufcstats.com/fighter-details/d6a8edb7410223a0,http://ufcstats.com/fighter-details/3df223aeaacecf3f,1 of 1,0 of 0,0,0,0,0,0:50,0:00,0,0,7 of 25,27 of 47,4 of 21,12 of 30,3 of 3,11 of 12,0 of 1,4 of 5,5 of 22,26 of 46,1 of 1,1 of 1,1 of 2,0 of 0
2026-08-15,http://ufcstats.com/fight-details/360b13f97e7ca703,http://ufcstats.com/event-details/b96619b3acd7d9da,3,2,Rafael Tobias,Lucas Fernando,http://ufcstats.com/fighter-details/d6a8edb7410223a0,http://ufcstats.com/fighter-details/3df223aeaacecf3f,0 of 0,0 of 0,0,0,0,0,0:05,0:07,0,1,6 of 23,28 of 45,1 of 18,16 of 32,2 of 2,5 of 6,3 of 3,7 of 7,6 of 22,28 of 45,0 of 1,0 of 0,0 of 0,0 of 0
2026-08-15,http://ufcstats.com/fight-details/360b13f97e7ca703,http://ufcstats.com/event-details/b96619b3acd7d9da,3,3,Rafael Tobias,Lucas Fernando,http://ufcstats.com/fighter-details/d6a8edb7410223a0,http://ufcstats.com/fighter-details/3df223aeaacecf3f,0 of 0,0 of 0,0,0,0,0,0:00,0:02,0,1,0 of 8,14 of 23,0 of 8,9 of 18,0 of 0,2 of 2,0 of 0,3 of 3,0 of 8,12 of 20,0 of 0,0 of 0,0 of 0,2 of 3
2026-08-15,http://ufcstats.com/fight-details/e7077d030d5fc15f,http://ufcstats.com/event-details/b96619b3acd7d9da,2,1,Neil Magny,Ramiz Brahimaj,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,http://ufcstats.com/fighter-details/3d074044a33825e7,0 of 0,1 of 1,0,0,0,0,0:00,4:18,0,0,7 of 11,4 of 6,3 of 7,1 of 2,1 of 1,0 of 0,3 of 3,3 of 4,7 of 11,3 of 5,0 of 0,0 of 0,0 of 0,1 of 1
2026-08-15,http://ufcstats.com/fight-details/e7077d030d5fc15f,http://ufcstats.com/event-details/b96619b3acd7d9da,2,2,Neil Magny,Ramiz Brahimaj,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,http://ufcstats.com/fighter-details/3d074044a33825e7,0 of 1,0 of 2,1,0,1,1,0:59,2:07,0,0,17 of 27,3 of 3,17 of 27,1 of 1,0 of 0,1 of 1,0 of 0,1 of 1,2 of 7,2 of 2,2 of 3,0 of 0,13 of 17,1 of 1
2026-08-15,http://ufcstats.com/fight-details/d5ebdf462c9b59b3,http://ufcstats.com/event-details/b96619b3acd7d9da,1,1,Jeremiah Wells,Myktybek Orolbai,http://ufcstats.com/fighter-details/d66a46de8d705353,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,0 of 0,1 of 1,0,0,0,0,0:14,3:14,0,0,11 of 22,20 of 24,9 of 20,18 of 21,2 of 2,2 of 3,0 of 0,0 of 0,11 of 22,4 of 7,0 of 0,0 of 0,0 of 0,16 of 17
2026-08-15,http://ufcstats.com/fight-details/d5ebdf462c9b59b3,http://ufcstats.com/event-details/b96619b3acd7d9da,1,2,Jeremiah Wells,Myktybek Orolbai,http://ufcstats.com/fighter-details/d66a46de8d705353,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,0 of 0,3 of 4,0,0,1,0,0:09,3:04,0,0,3 of 10,4 of 7,3 of 10,4 of 7,0 of 0,0 of 0,0 of 0,0 of 0,3 of 10,1 of 4,0 of 0,0 of 0,0 of 0,3 of 3
2026-08-15,http://ufcstats.com/fight-details/d5ebdf462c9b59b3,http://ufcstats.com/event-details/b96619b3acd7d9da,1,3,Jeremiah Wells,Myktybek Orolbai,http://ufcstats.com/fighter-details/d66a46de8d705353,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,1 of 1,0 of 1,1,0,0,0,0:00,0:02,0,0,2 of 13,2 of 4,2 of 13,0 of 2,0 of 0,2 of 2,0 of 0,0 of 0,2 of 13,2 of 4,0 of 0,0 of 0,0 of 0,0 of 0
2026-08-08,http://ufcstats.com/fight-details/a10deecfb8558335,http://ufcstats.com/event-details/495add4fbede0a44,12,1,Mateusz Gamrot,Quillan Salkilld,http://ufcstats.com/fighter-details/72db2a14ffa73ece,http://ufcstats.com/fighter-details/17734443a833cdf7,0 of 1,1 of 1,2,1,0,0,0:20,2:02,0,0,3 of 10,10 of 24,3 of 10,8 of 19,0 of 0,1 of 4,0 of 0,1 of 1,3 of 10,6 of 18,0 of 0,3 of 4,0 of 0,1 of 2
2026-08-08,http://ufcstats.com/fight-details/d5245f5b96b8afdf,http://ufcstats.com/event-details/495add4fbede0a44,11,1,Diego Ferreira,Billy Quarantillo,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,http://ufcstats.com/fighter-details/aa171d55d4b5208f,1 of 1,0 of 1,0,0,0,0,1:49,0:06,0,0,31 of 65,12 of 45,24 of 55,8 of 33,6 of 9,2 of 8,1 of 1,2 of 4,23 of 56,9 of 40,3 of 3,3 of 3,5 of 6,0 of 2
2026-08-08,http://ufcstats.com/fight-details/d5245f5b96b8afdf,http://ufcstats.com/event-details/495add4fbede0a44,11,2,Diego Ferreira,Billy Quarantillo,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,http://ufcstats.com/fighter-details/aa171d55d4b5208f,2 of 3,0 of 0,0,0,0,0,0:27,0:12,0,0,46 of 97,32 of 91,36 of 84,20 of 71,10 of 13,7 of 14,0 of 0,5 of 6,44 of 95,32 of 90,2 of 2,0 of 1,0 of 0,0 of 0
2026-08-08,http://ufcstats.com/fight-details/d5245f5b96b8afdf,http://ufcstats.com/event-details/495add4fbede0a44,11,3,Diego Ferreira,Billy Quarantillo,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,http://ufcstats.com/fighter-details/aa171d55d4b5208f,1 of 5,1 of 2,0,0,0,0,0:31,1:30,0,0,39 of 74,29 of 72,34 of 68,22 of 63,4 of 5,7 of 9,1 of 1,0 of 0,34 of 67,27 of 69,3 of 4,0 of 1,2 of 3,2 of 2
2026-08-08,http://ufcstats.com/fight-details/06bfde3e3577906f,http://ufcstats.com/event-details/495add4fbede0a44,10,1,Darren Elkins,Yadier del Valle,http://ufcstats.com/fighter-details/92a9aa9c93192871,http://ufcstats.com/fighter-details/70380ccdc81915b8,0 of 1,0 of 0,0,0,0,0,0:00,0:09,0,1,0 of 2,5 of 6,0 of 2,4 of 5,0 of 0,0 of 0,0 of 0,1 of 1,0 of 2,2 of 3,0 of 0,1 of 1,0 of 0,2 of 2
2026-08-08,http://ufcstats.com/fight-details/13f31f7a784013a3,http://ufcstats.com/event-details/495add4fbede0a44,9,1,Amanda Lemos,Alexia Thainara,http://ufcstats.com/fighter-details/3df5493bb279226f,http://ufcstats.com/fighter-details/545092d13c67aa49,0 of 1,0 of 3,0,0,0,0,0:11,2:37,0,0,17 of 36,27 of 38,2 of 15,3 of 10,12 of 18,16 of 19,3 of 3,8 of 9,14 of 33,13 of 23,3 of 3,14 of 15,0 of 0,0 of 0
2026-08-08,http://ufcstats.com/fight-details/13f31f7a784013a3,http://ufcstats.com/event-details/495add4fbede0a44,9,2,Amanda Lemos,Alexia Thainara,http://ufcstats.com/fighter-details/3df5493bb279226f,http://ufcstats.com/fighter-details/545092d13c67aa49,0 of 1,1 of 2,0,0,0,0,0:00,2:22,0,0,20 of 34,24 of 44,12 of 23,13 of 29,2 of 5,3 of 5,6 of 6,8 of 10,20 of 34,16 of 34,0 of 0,7 of 9,0 of 0,1 of 1
2026-08-08,http://ufcstats.com/fight-details/13f31f7a784013a3,http://ufcstats.com/event-details/495add4fbede0a44,9,3,Amanda Lemos,Alexia Thainara,http://ufcstats.com/fighter-details/3df5493bb279226f,http://ufcstats.com/fighter-details/545092d13c67aa49,0 of 0,1 of 1,0,0,0,0,0:11,2:44,0,0,19 of 30,30 of 43,15 of 25,19 of 32,3 of 4,3 of 3,1 of 1,8 of 8,18 of 29,23 of 34,1 of 1,3 of 5,0 of 0,4 of 4
2026-08-08,http://ufcstats.com/fight-details/f44ab9e9e4a89735,http://ufcstats.com/event-details/495add4fbede0a44,8,1,Billy Ray Goff,Ty Miller,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,http://ufcstats.com/fighter-details/0859524157a19045,0 of 8,0 of 0,0,0,0,0,2:46,0:00,0,0,16 of 31,22 of 48,6 of 19,20 of 45,8 of 9,2 of 3,2 of 3,0 of 0,9 of 23,17 of 41,7 of 8,5 of 7,0 of 0,0 of 0
2026-08-08,http://ufcstats.com/fight-details/f44ab9e9e4a89735,http://ufcstats.com/event-details/495add4fbede0a44,8,2,Billy Ray Goff,Ty Miller,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,http://ufcstats.com/fighter-details/0859524157a19045,0 of 0,0 of 0,0,0,0,0,0:00,0:59,0,1,8 of 25,107 of 168,2 of 17,97 of 154,3 of 4,9 of 13,3 of 4,1 of 1,8 of 25,71 of 120,0 of 0,9 of 12,0 of 0,27 of 36
2026-08-08,http://ufcstats.com/fight-details/f44ab9e9e4a89735,http://ufcstats.com/event-details/495add4fbede0a44,8,3,Billy Ray Goff,Ty Miller,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,http://ufcstats.com/fighter-details/0859524157a19045,0 of 0,0 of 0,0,0,0,0,0:00,0:01,0,1,1 of 1,4 of 5,0 of 0,4 of 5,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,4 of 5,0 of 0,0 of 0,0 of 0,0 of 0
2026-08-08,http://ufcstats.com/fight-details/3050549d19395f6f,http://ufcstats.com/event-details/495add4fbede0a44,7,1,Steven Asplund,Guilherme Pat,http://ufcstats.com/fighter-details/e56cee1ad697db04,http://ufcstats.com/fighter-details/ba15006c804a8de0,0 of 0,0 of 0,0,0,0,0,2:20,0:59,1,0,38 of 49,13 of 17,33 of 44,4 of 8,2 of 2,5 of 5,3 of 3,4 of 4,14 of 22,10 of 14,4 of 5,3 of 3,20 of 22,0 of 0
2026-08-08,http://ufcstats.com/fight-details/3050549d19395f6f,http://ufcstats.com/event-details/495add4fbede0a44,7,2,Steven Asplund,Guilherme Pat,http://ufcstats.com/fighter-details/e56cee1ad697db04,http://ufcstats.com/fighter-details/ba15006c804a8de0,0 of 0,0 of 0,0,0,0,0,1:16,0:53,1,1,12 of 32,18 of 30,6 of 25,12 of 24,4 of 5,4 of 4,2 of 2,2 of 2,6 of 25,15 of 26,6 of 7,3 of 3,0 of 0,0 of 1
2026-08-08,http://ufcstats.com/fight-details/3050549d19395f6f,http://ufcstats.com/event-details/495add4fbede0a44,7,3,Steven Asplund,Guilherme Pat,http://ufcstats.com/fighter-details/e56cee1ad697db04,http://ufcstats.com/fighter-details/ba15006c804a8de0,0 of 1,0 of 0,1,0,0,0,1:08,0:58,0,0,16 of 28,14 of 29,12 of 23,9 of 23,3 of 4,4 of 5,1 of 1,1 of 1,7 of 16,11 of 26,9 of 12,3 of 3,0 of 0,0 of 0
2026-08-08,http://ufcstats.com/fight-details/13380a8d6cdbb381,http://ufcstats.com/event-details/495add4fbede0a44,6,1,Diyar Nurgozhay,Bruno Lopes,http://ufcstats.com/fighter-details/709fadb644ee3f51,http://ufcstats.com/fighter-details/0abcf6bc47191219,0 of 0,1 of 1,0,0,0,0,0:08,0:03,2,0,48 of 70,14 of 25,17 of 30,2 of 11,14 of 16,4 of 6,17 of 24,8 of 8,34 of 56,14 of 25,2 of 2,0 of 0,12 of 12,0 of 0
2026-08-08,http://ufcstats.com/fight-details/64829a32c78ab656,http://ufcstats.com/event-details/495add4fbede0a44,5,1,Louie Sutherland,Jose Montanha,http://ufcstats.com/fighter-details/cdb7b38b1b357f26,http://ufcstats.com/fighter-details/1f8cd7634e8286ff,0 of 1,1 of 2,0,1,0,0,0:11,1:01,0,0,3 of 4,2 of 7,1 of 2,2 of 7,0 of 0,0 of 0,2 of 2,0 of 0,3 of 4,1 of 6,0 of 0,1 of 1,0 of 0,0 of 0
2026-08-08,http://ufcstats.com/fight-details/81ae2a465e0dfa4f,http://ufcstats.com/event-details/495add4fbede0a44,4,1,Manoel Sousa,Richie Miranda,http://ufcstats.com/fighter-details/5870c541798124ae,http://ufcstats.com/fighter-details/abde3388a589103c,0 of 0,1 of 1,0,0,0,0,1:04,2:27,0,0,7 of 16,17 of 30,4 of 11,15 of 27,1 of 2,2 of 3,2 of 3,0 of 0,4 of 12,3 of 11,3 of 4,3 of 5,0 of 0,11 of 14
2026-08-08,http://ufcstats.com/fight-details/81ae2a465e0dfa4f,http://ufcstats.com/event-details/495add4fbede0a44,4,2,Manoel Sousa,Richie Miranda,http://ufcstats.com/fighter-details/5870c541798124ae,http://ufcstats.com/fighter-details/abde3388a589103c,1 of 1,0 of 4,0,0,0,0,0:57,0:31,1,0,36 of 50,12 of 35,24 of 36,10 of 31,2 of 2,1 of 3,10 of 12,1 of 1,26 of 40,11 of 32,5 of 5,1 of 3,5 of 5,0 of 0
2026-08-08,http://ufcstats.com/fight-details/81ae2a465e0dfa4f,http://ufcstats.com/event-details/495add4fbede0a44,4,3,Manoel Sousa,Richie Miranda,http://ufcstats.com/fighter-details/5870c541798124ae,http://ufcstats.com/fighter-details/abde3388a589103c,0 of 0,0 of 4,0,0,0,0,0:48,0:53,0,0,24 of 53,17 of 54,15 of 39,16 of 50,2 of 3,1 of 3,7 of 11,0 of 1,19 of 46,14 of 48,5 of 7,3 of 6,0 of 0,0 of 0
2026-08-08,http://ufcstats.com/fight-details/1168a8e59aacfd72,http://ufcstats.com/event-details/495add4fbede0a44,3,1,Miles Johns,Gianni Vazquez,http://ufcstats.com/fighter-details/46e0d677f91bacc0,http://ufcstats.com/fighter-details/51ec9dc3b4964f19,0 of 0,0 of 0,0,0,0,0,0:04,0:00,1,0,12 of 28,7 of 25,11 of 25,4 of 21,0 of 1,1 of 2,1 of 2,2 of 2,8 of 24,7 of 25,0 of 0,0 of 0,4 of 4,0 of 0
2026-08-08,http://ufcstats.com/fight-details/d463229133909215,http://ufcstats.com/event-details/495add4fbede0a44,2,1,Juliana Miller,Ravena Oliveira,http://ufcstats.com/fighter-details/aa0c573da7119292,http://ufcstats.com/fighter-details/4948e412fa6ab67d,1 of 2,0 of 0,0,0,0,0,3:37,0:06,0,0,21 of 38,7 of 13,16 of 31,2 of 8,5 of 7,2 of 2,0 of 0,3 of 3,4 of 7,5 of 11,5 of 5,2 of 2,12 of 26,0 of 0
